start_datetime,end_datetime,st_congruence,reply_degree,reply_close,reply_between,git_degree,git_close,git_between,reply_density,git_density
2003-08-06T20:27:26Z,2003-09-05T20:27:26Z,0.4,0.373051387792109,,0.0974855926545069,0.111111111111111,0.220012626262626,0.00881834215167549,0.0407417156561668,0.888888888888889
2003-09-05T20:27:26Z,2003-10-05T20:27:26Z,0.6,0.310622710622711,,0.0864485717039503,0.321428571428571,0.44263468013468,0.174603174603175,0.073992673992674,0.535714285714286
2003-10-05T20:27:26Z,2003-11-04T20:27:26Z,0.571428571428571,0.288854003139717,,0.145025952546035,0.321428571428571,,0.183673469387755,0.152171637885924,0.25
2003-11-04T20:27:26Z,2003-12-04T20:27:26Z,0.5,0.296676624346527,,0.0549472223607899,0.285714285714286,0.489351851851852,0.299319727891156,0.0722554144884242,0.714285714285714
2003-12-04T20:27:26Z,2004-01-03T20:27:26Z,0.19811320754717,0.291891891891892,,0.142586897098403,0.116666666666667,0.1875,0.133333333333333,0.199017199017199,0.883333333333333
2004-01-03T20:27:26Z,2004-02-02T20:27:26Z,0.3,0.281176470588235,,0.0650721865889213,0.285714285714286,0.489351851851852,0.299319727891156,0.0588235294117647,0.714285714285714
2004-02-02T20:27:26Z,2004-03-03T20:27:26Z,0.333333333333333,0.40251572327044,,0.145109811868445,0.355555555555556,0.494880338959286,0.191358024691358,0.0880503144654088,0.533333333333333
2004-03-03T20:27:26Z,2004-04-02T20:27:26Z,0.3,0.169683257918552,,0.14083813917724,0.333333333333333,0.629464285714286,0.22,0.0460030165912519,0.666666666666667
2004-04-02T20:27:26Z,2004-05-02T20:27:26Z,0.230769230769231,0.334875115633673,,0.0627052811086738,0.214285714285714,0.356984126984127,0.230555555555556,0.143385753931545,0.619047619047619
2004-05-02T20:27:26Z,2004-06-01T20:27:26Z,0.285714285714286,0.262574595055413,,0.139064840159066,0.5,0.762037037037037,0.585034013605442,0.0903665814151748,0.5
2004-06-01T20:27:26Z,2004-07-01T20:27:26Z,0.272727272727273,0.281998831092928,,0.169252426547939,0.321428571428571,,0.35827664399093,0.0800701344243133,0.392857142857143
2004-07-01T20:27:26Z,2004-07-31T20:27:26Z,0.333333333333333,0.379607843137255,,0.249345880242207,0.333333333333333,,0.155349794238683,0.100392156862745,0.333333333333333
2004-07-31T20:27:26Z,2004-08-30T20:27:26Z,0.333333333333333,0.211948790896159,,0.0731948164380597,0.45,,0.5,0.058321479374111,0.3
2004-08-30T20:27:26Z,2004-09-29T20:27:26Z,0.705882352941177,0.323202805376973,,0.236985622001893,0.19047619047619,0.356190476190476,0.111111111111111,0.0561075394506137,0.80952380952381
2004-09-29T20:27:26Z,2004-10-29T20:27:26Z,0.525,0.374410774410774,,0.156966132803737,0.212121212121212,,0.152066115702479,0.107070707070707,0.606060606060606
2004-10-29T20:27:26Z,2004-11-28T20:27:26Z,0.567567567567568,0.398202009518773,,0.124272203355783,0.227272727272727,0.353503903503904,0.196333333333333,0.0772078265468006,0.672727272727273
2004-11-28T20:27:26Z,2004-12-28T20:27:26Z,0.533333333333333,0.321718931475029,,0.172786040055523,0.354545454545455,,0.212740740740741,0.0929152148664344,0.545454545454545
2004-12-28T20:27:26Z,2005-01-27T20:27:26Z,0.357142857142857,0.331436699857753,,0.191056951417312,0.357142857142857,,0.188208616780045,0.10099573257468,0.5
2005-01-27T20:27:26Z,2005-02-26T20:27:26Z,0.434782608695652,0.545795795795796,,0.304233644074914,0.163636363636364,0.295752395752396,0.0272592592592593,0.148648648648649,0.836363636363636
